CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares)
CPB,Campbell Soup Company Common Stock
CPE,Callon Petroleum Company Common Stock
CPF,Central Pacific Financial Corp New
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada)
CPK,Chesapeake Utilities Corporation Common Stock
CPLG,CorePoint Lodging Inc. Common Stock
CPNG,Coupang Inc. Class A Common Stock
CPRI,Capri Holdings Limited Ordinary Shares
CPS,Cooper-Standard Holdings Inc. Common Stock
CPSR,Capstar Special Purpose Acquisition Corp. Class A Common Stock
CPT,Camden Property Trust Common Stock
CPTK,Crown PropTech Acquisitions Class A Ordinary Shares
CPUH,Compute Health Acquisition Corp. Class A Common Stock
CR,Crane Co. Common Stock
CRC,California Resources Corporation Common Stock
CRD/A,Crawford & Company
CRD/B,Crawford & Company
CRH,CRH PLC American Depositary Shares
CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares
CRI,Carter's Inc. Common Stock
CRK,Comstock Resources Inc. Common Stock
CRL,Charles River Laboratories International Inc. Common Stock
CRM,Salesforce.com Inc Common Stock
CRS,Carpenter Technology Corporation Common Stock
CRT,Cross Timbers Royalty Trust Common Stock
CRU,Crucible Acquisition Corporation Class A Common Stock
CRY,CryoLife Inc. Common Stock
CS,Credit Suisse Group American Depositary Shares
CSAN,Cosan S.A. ADR
CSL,Carlisle Companies Incorporated Common Stock
CSLT,Castlight Health Inc. Class B Common Stock
CSPR,Casper Sleep Inc. Common Stock
CSR,D/B/A Centerspace Common Stock
CSTA,Constellation Acquisition Corp I Class A Ordinary Shares
CSTM,Constellium SE Ordinary Shares (France)
CSU,Capital Senior Living Corporation Common Stock
CSV,Carriage Services Inc. Common Stock
CTAC,Cerberus Telecom Acquisition Corp. Class A Ordinary Shares
CTB,Cooper Tire & Rubber Company Common Stock
CTBB,Qwest Corporation 6.5% Notes due 2056
CTDD,Qwest Corporation 6.75% Notes due 2057
CTK,CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares
CTLT,Catalent Inc. Common Stock
CTO,CTO Realty Growth Inc. Common Stock
CTOS,Custom Truck One Source Inc. Common Stock
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock
CTS,CTS Corporation Common Stock
CTT,CatchMark Timber Trust Inc. Class A Common Stock
CTVA,Corteva Inc. Common Stock
CUB,Cubic Corporation Common Stock
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034
CUBE,CubeSmart Common Shares
CUBI,Customers Bancorp Inc Common Stock
CUK,Carnival Plc ADS ADS
CULP,Culp Inc. Common Stock
CURO,CURO Group Holdings Corp. Common Stock
CUZ,Cousins Properties Incorporated Common Stock
CVA,Covanta Holding Corporation Common Stock
CVE,Cenovus Energy Inc Common Stock
CVEO,Civeo Corporation (Canada) Common Shares
CVI,CVR Energy Inc. Common Stock
CVII,Churchill Capital Corp VII Class A Common Stock
CVNA,Carvana Co. Class A Common Stock
CVS,CVS Health Corporation Common Stock
CVX,Chevron Corporation Common Stock
CW,Curtiss-Wright Corporation Common Stock
CWEN,Clearway Energy Inc. Class C Common Stock
CWH,Camping World Holdings Inc. Class A Commom Stock
CWK,Cushman & Wakefield plc Ordinary Shares
CWT,California Water Service Group Common Stock
CX,Cemex S.A.B. de C.V. Sponsored ADR
CXE,MFS High Income Municipal Trust Common Stock
CXH,MFS Investment Grade Municipal Trust Common Stock
CXP,Columbia Property Trust Inc. Common Stock
CXW,CoreCivic Inc. Common Stock
CYD,China Yuchai International Limited Common Stock
CYH,Community Health Systems Inc. Common Stock
D,Dominion Energy Inc. Common Stock
DAC,Danaos Corporation Common Stock
DAL,Delta Air Lines Inc. Common Stock
DAN,Dana Incorporated Common Stock
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share
DAR,Darling Ingredients Inc. Common Stock
DASH,DoorDash Inc. Class A Common Stock
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share)
DB,Deutsche Bank AG Common Stock
DBD,Diebold Nixdorf Incorporated Common Stock
DBI,Designer Brands Inc. Class A Common Stock
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock
DCI,Donaldson Company Inc. Common Stock
DCO,Ducommun Incorporated Common Stock
DCP,DCP Midstream  LP Common Units
DCUE,Dominion Energy Inc. 2019 Series A Corporate Units
DD,DuPont de Nemours Inc. Common Stock
DDD,3D Systems Corporation Common Stock
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock
DDS,Dillard's Inc. Common Stock
DDT,Dillard's Capital Trust I
DE,Deere & Company Common Stock
DEA,Easterly Government Properties Inc. Common Stock
DECK,Deckers Outdoor Corporation Common Stock
DEH,D8 Holdings Corp. Class A Ordinary Shares
DEI,Douglas Emmett Inc. Common Stock
DELL,Dell Technologies Inc. Class C Common Stock
DEN,Denbury Inc. Common Stock
DEO,Diageo plc Common Stock
DESP,Despegar.com Corp. Ordinary Shares
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial
DFIN,Donnelley Financial Solutions Inc. Common Stock
DFNS,LGL Systems Acquisition Corp. Common Stock
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock
DFS,Discover Financial Services Common Stock
DG,Dollar General Corporation Common Stock
DGNR,Dragoneer Growth Opportunities Corp. Class A Ordinary Shares
DGX,Quest Diagnostics Incorporated Common Stock
DHF,BNY Mellon High Yield Strategies Fund Common Stock
DHI,D.R. Horton Inc. Common Stock
DHR,Danaher Corporation Common Stock
DHT,DHT Holdings Inc.
DHX,DHI Group Inc. Common Stock
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial
DIN,Dine Brands Global Inc. Common Stock
DIS,Walt Disney Company (The) Common Stock
DK,Delek US Holdings Inc. Common Stock
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner s
DKS,Dick's Sporting Goods Inc Common Stock
DLB,Dolby Laboratories Common Stock
DLNG,Dynagas LNG Partners LP Common Units
DLR,Digital Realty Trust Inc. Common Stock
DLX,Deluxe Corporation Common Stock
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial
DM,Desktop Metal Inc. Class A Common Stock
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock
DMS,Digital Media Solutions Inc. Class A Ordinary Shares
DMYI,dMY Technology Group Inc. III Class A Common Stock
DMYQ,dMY Technology Group Inc. IV Class A Common Stock
DNB,Dun & Bradstreet Holdings Inc. Common Stock
DNMR,Danimer Scientific Inc. Common Stock
DNOW,NOW Inc. Common Stock
DNP,DNP Select Income Fund Inc. Common Stock
DNZ,D and Z Media Acquisition Corp. Class A Common Stock
DOC,Physicians Realty Trust Common Shares of Beneficial
DOCN,DigitalOcean Holdings Inc. Common Stock
DOOR,Masonite International Corporation Ordinary Shares (Canada)
DOV,Dover Corporation Common Stock
DOW,Dow Inc. Common Stock
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.
DPZ,Domino's Pizza Inc Common Stock
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares
DRD,DRDGOLD Limited American Depositary Shares
DRE,Duke Realty Corporation Common Stock
DRH,Diamondrock Hospitality Company Common Stock
DRI,Darden Restaurants Inc. Common Stock
DRQ,Dril-Quip Inc. Common Stock
DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076
DS,Drive Shack Inc.
DSE,Duff & Phelps Select MLP and Midstream Energy Fund Inc.
DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial s
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock
DSSI,Diamond S Shipping Inc. Common Stock
DSU,Blackrock Debt Strategies Fund Inc. Common Stock
DSX,Diana Shipping inc. common stock
DT,Dynatrace Inc. Common Stock
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080
DTE,DTE Energy Company Common Stock
DTF,DTF Tax-Free Income Inc. Common Stock
DTJ,DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076
DTP,DTE Energy Company 6.25% Corporate Units
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076
DUK,Duke Energy Corporation (Holding Company) Common Stock
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073
DV,DoubleVerify Holdings Inc. Common Stock
DVA,DaVita Inc. Common Stock
DVD,Dover Motorsports Inc. Common Stock
DVN,Devon Energy Corporation Common Stock
DWIN,Delwinds Insurance Acquisition Corp. Class A Common Stock
DX,Dynex Capital Inc. Common Stock
DXC,DXC Technology Company Common Stock
DY,Dycom Industries Inc. Common Stock
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial
E,ENI S.p.A. Common Stock
EAF,GrafTech International Ltd. Common Stock
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial
EAT,Brinker International Inc. Common Stock
EB,Eventbrite Inc. Class A Common Stock
EBF,Ennis Inc. Common Stock
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share)
EBS,Emergent Biosolutions Inc. Common Stock
EC,Ecopetrol S.A. American Depositary Shares
ECC           ,Eagle Point Credit Company Inc. Common Stock
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028
ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027
ECL,Ecolab Inc. Common Stock
ECOM          ,ChannelAdvisor Corporation Common Stock
ED,Consolidated Edison Inc. Common Stock
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial s
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares
EDR,Endeavor Group Holdings Inc. Class A Common Stock
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)
EEA,The European Equity Fund Inc. Common Stock
EEX,Emerald Holding Inc. Common Stock
EFC,Ellington Financial Inc. Common Stock
EFF,Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial
EFX,Equifax Inc. Common Stock
EGF,Blackrock Enhanced Government Fund Inc. Common Stock
EGHT,8x8 Inc Common Stock
EGO,Eldorado Gold Corporation Ordinary Shares
EGP,EastGroup Properties Inc. Common Stock
EGY,VAALCO Energy Inc.  Common Stock
EHC,Encompass Health Corporation Common Stock
EHI,Western Asset Global High Income Fund Inc Common Stock
EHT,Eaton Vance 2021 Target Term Trust Common Shares of Beneficial
EIC,Eagle Point Income Company Inc. Common Stock
EIG,Employers Holdings Inc Common Stock
EIX,Edison International Common Stock
EL,Estee Lauder Companies Inc. (The) Common Stock
ELAN,Elanco Animal Health Incorporated Common Stock
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066
ELF,e.l.f. Beauty Inc. Common Stock
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares)
ELS,Equity Lifestyle Properties Inc. Common Stock
ELVT,Elevate Credit Inc. Common Stock
ELY,Callaway Golf Company Common Stock
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock
EME,EMCOR Group Inc. Common Stock
EMF,Templeton Emerging Markets Fund Common Stock
EMN,Eastman Chemical Company Common Stock
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066
EMPW,Empower Ltd. Class A Ordinary Shares
EMR,Emerson Electric Company Common Stock
ENB,Enbridge Inc Common Stock
ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078
ENBL,Enable Midstream Partners LP Common Units representing limited partner s
ENIA,Enel Americas S.A. American Depositary Shares
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock)
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052
ENLC,EnLink Midstream LLC Common Units representing Limited Partner s
ENO,Entergy New Orleans LLC
ENPC,Executive Network Partnering Corporation Class A Common Stock
ENR,Energizer Holdings Inc. Common Stock
ENS,EnerSys Common Stock
ENV,Envestnet Inc Common Stock
ENVA,Enova International Inc. Common Stock
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value)
EOD,Wells Fargo Global Dividend Opportunity Fund
EOG,EOG Resources Inc. Common Stock
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST
EPAC,Enerpac Tool Group Corp. Common Stock
EPAM,EPAM Systems Inc. Common Stock
EPC,Edgewell Personal Care Company Common Stock
EPD,Enterprise Products Partners L.P. Common Stock
EPR,EPR Properties Common Stock
EPRT,Essential Properties Realty Trust Inc. Common Stock
EPWR,Empowerment & Inclusion Capital I Corp. Class A Common Stock
EQC,Equity Commonwealth Common Shares of Beneficial
EQD,Equity Distribution Acquisition Corp. Class A Common Stock
EQH,Equitable Holdings Inc. Common Stock
EQHA,EQ Health Acquisition Corp. Class A Common Stock
EQNR,Equinor ASA
EQR,Equity Residential Common Shares of Beneficial
EQS,Equus Total Return Inc. Common Stock
EQT,EQT Corporation Common Stock
ERF,Enerplus Corporation Common Stock
ERJ,Embraer S.A. Common Stock
ES,Eversource Energy (D/B/A) Common Stock
ESE,ESCO Technologies Inc. Common Stock
ESGC,Eros STX Global Corporation A Ordinary Shares
ESI,Element Solutions Inc. Common Stock
ESM,ESM Acquisition Corporation
ESNT,Essent Group Ltd. Common Shares
ESRT,Empire State Realty Trust Inc. Class A Common Stock
ESS,Essex Property Trust Inc. Common Stock
ESTC,Elastic N.V. Ordinary Shares
ESTE,Earthstone Energy Inc. Class A Common Stock
ET,Energy Transfer LP Common Units
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial
ETH,Ethan Allen Interiors Inc. Common Stock
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial
ETN,Eaton Corporation PLC Ordinary Shares
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock
ETR,Entergy Corporation Common Stock
ETRN,Equitrans Midstream Corporation Common Stock
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial
ETWO,E2open Parent Holdings Inc.Class A Common Stock
ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial
EURN,Euronav NV Ordinary Shares
EVA,Enviva Partners LP Common units representing limited partner s
EVC,Entravision Communications Corporation Common Stock
EVF,Eaton Vance Senior Income Trust Common Stock
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial
EVH,Evolent Health Inc Class A Common Stock
EVN,Eaton Vance Municipal Income Trust Common Stock
EVR,Evercore Inc. Class A Common Stock
EVRG,Evergy Inc. Common Stock
EVRI,Everi Holdings Inc. Common Stock
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial
EVTC,Evertec Inc. Common Stock
EW,Edwards Lifesciences Corporation Common Stock
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial
EXK,Endeavour Silver Corporation Ordinary Shares (Canada)
EXP,Eagle Materials Inc Common Stock
EXPR,Express Inc. Common Stock
EXR,Extra Space Storage Inc Common Stock
EXTN,Exterran Corporation Common Stock
F,Ford Motor Company Common Stock
FACA,Figure Acquisition Corp. I Class A Common Stock
FACT,Freedom Acquisition I Corp. Class A Ordinary Shares
FAF,First American Corporation (New) Common Stock
FAII,Fortress Value Acquisition Corp. II Class A Common Stock
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial
FBC,Flagstar Bancorp Inc. Common Stock
FBHS,Fortune Brands Home & Security Inc. Common Stock
FBK,FB Financial Corporation Common Stock
FBP,First BanCorp. New Common Stock
FC,Franklin Covey Company Common Stock
FCAX,Fortress Capital Acquisition Corp. Class A Ordinary Shares
FCF,First Commonwealth Financial Corporation Common Stock
FCN,FTI Consulting Inc. Common Stock
FCPT,Four Corners Property Trust Inc. Common Stock
FCRW,First Eagle Alternative Capital BDC Inc. 6.125% Notes Due 2023
FCRZ,First Eagle Alternative Capital BDC Inc. 6.75% Notes due 2022
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial
FCX,Freeport-McMoRan Inc. Common Stock
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial
FDP,Fresh Del Monte Produce Inc. Common Stock
FDX,FedEx Corporation Common Stock
FE,FirstEnergy Corp. Common Stock
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each two ADSs representing one ordinary share
FEI           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial
FENG,Phoenix New Media Limited American Depositary Shares each representing 8 Class A ordinary shares.
FEO,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial
FERG,Ferguson plc Ordinary Shares
FET,Forum Energy Technologies Inc. Common Stock
FF,FutureFuel Corp.  Common shares
FFA,First Trust Enhanced Equity Income Fund
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated
FFG,FBL Financial Group Inc. Common Stock
FGB,First Trust Specialty Finance and Financial Opportunities Fund
FGNA,FG New America Acquisition Corp. Class A Common Stock
FHI,Federated Hermes Inc. Common Stock
FHN,First Horizon Corporation Common Stock
FHS,First High-School Education Group Co. Ltd. American Depositary Shares
FI,Frank's International N.V. Common Stock
FICO,Fair Isaac Corproation Common Stock
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial
FINV,FinVolution Group American Depositary Shares
FIS,Fidelity National Information Services Inc. Common Stock
FIV,First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial
FIX,Comfort Systems USA Inc. Common Stock
FL,Foot Locker Inc.
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock
FLME,Flame Acquisition Corp. Class A Common Stock
FLNG,FLEX LNG Ltd. Ordinary Shares
FLO,Flowers Foods Inc. Common Stock
FLOW,SPX FLOW Inc. Common Stock
FLR,Fluor Corporation Common Stock
FLS,Flowserve Corporation Common Stock
FLT,FleetCor Technologies Inc. Common Stock
FLY,Fly Leasing Limited
FMAC,FirstMark Horizon Acquisition Corp. Class A Common Stock
FMC,FMC Corporation Common Stock
FMN,Federated Hermes Premier Municipal Income Fund
FMO,Fiduciary/Claymore Energy Infrastructure Fund Common Shares of Beneficial
FMS,Fresenius Medical Care AG Common Stock
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock
FMY,First Trust Motgage Income Fund Common Shares of Beneficial
FN,Fabrinet Ordinary Shares
FNB,F.N.B. Corporation Common Stock
FND,Floor & Decor Holdings Inc. Common Stock
FNF,FNF Group of Fidelity National Financial Inc. Common Stock
FNV,Franco-Nevada Corporation
FOA,Finance of America Companies Inc. Class A Common Stock
FOE,Ferro Corporation Common Stock
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock
FOR,Forestar Group Inc Common Stock
FOUR,Shift4 Payments Inc. Class A Common Stock
FPAC,Far Peak Acquisition Corporation Class A Ordinary Shares
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial
FPH,Five Point Holdings LLC Class A Common Shares
FPI,Farmland Partners Inc. Common Stock
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial
FR,First Industrial Realty Trust Inc. Common Stock
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock
FRC,FIRST REPUBLIC BANK Common Stock
FRO,Frontline Ltd. Ordinary Shares
FRT,Federal Realty Investment Trust Common Stock
FRX,Forest Road Acquisition Corp. Class A Common Stock
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial
FSK,FS KKR Capital Corp. Common Stock
FSKR,FS KKR Capital Corp. II Common Stock
FSLF,First Eagle Senior Loan Fund
FSLY,Fastly Inc. Class A Common Stock
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada)
FSNB,Fusion Acquisition Corp. II Class A Common Stock
FSR,Fisker Inc. Class A Common Stock
FSS,Federal Signal Corporation Common Stock
FST,FAST Acquisition Corp. Class A Common Stock
FT,Franklin Universal Trust Common Stock
FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares
FTCH,Farfetch Limited Class A Ordinary Shares
FTEV,FinTech Evolution Acquisition Group Class A Ordinary Shares
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock
FTI,TechnipFMC plc Ordinary Share
FTK,Flotek Industries Inc. Common Stock
FTS,Fortis Inc. Common Shares
FTV,Fortive Corporation Common Stock
FUBO,fuboTV Inc. Common Stock
FUL,H. B. Fuller Company Common Stock
FUN,Cedar Fair L.P. Common Stock
FUSE,Fusion Acquisition Corp. Class A Common Stock
FVRR,Fiverr International Ltd. Ordinary Shares no par value
FVT,Fortress Value Acquisition Corp. III Class A Common Stock
G,Genpact Limited Common Stock
GAB,Gabelli Equity Trust Inc. (The) Common Stock
GAM,General American Investors Inc. Common Stock
GATO,Gatos Silver Inc. Common Stock
GATX,GATX Corporation Common Stock
GB,Global Blue Group Holding AG Ordinary Shares
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial
GBL,Gamco Investors Inc. Common Stock
GBX,Greenbrier Companies Inc. (The) Common Stock
GCI,Gannett Co. Inc. Common Stock
GCO,Genesco Inc. Common Stock
GCP,GCP Applied Technologies Inc. Common Stock
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock
GD,General Dynamics Corporation Common Stock
GDDY,GoDaddy Inc. Class A Common Stock
GDL,GDL Fund The Common Shares of Beneficial
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial
GE,General Electric Company Common Stock
GEF,Greif Inc. Class A Common Stock
GEL,Genesis Energy L.P. Common Units
GENI,Genius Sports Limited Ordinary Shares
GEO,Geo Group Inc (The) REIT
GER,Goldman Sachs MLP Energy Renaissance Fund
GES,Guess? Inc. Common Stock
GF,New Germany Fund Inc. (The) Common Stock
GFF,Griffon Corporation Common Stock
GFI,Gold Fields Limited American Depositary Shares
GFL,GFL Environmental Inc. Subordinate voting shares no par value
GFLU,GFL Environmental Inc. Tangible Equity Units
GFX,Golden Falcon Acquisition Corp. Class A Common Stock
GGB,Gerdau S.A. Common Stock
GGG,Graco Inc. Common Stock
GGM,Guggenheim Credit Allocation Fund Common Shares of Beneficial
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial
GHC,Graham Holdings Company Common Stock
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share
GHL,Greenhill & Co. Inc. Common Stock
GHLD,Guild Holdings Company Class A Common Stock
GHM,Graham Corporation Common Stock
GHY,PGIM Global High Yield Fund Inc.
GIB,CGI Inc. Common Stock
GIK,GigCapital3 Inc. Common Stock
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock
GIM,Templeton Global Income Fund Inc. Common Stock
GIS,General Mills Inc. Common Stock
GIX,GigCapital2 Inc. Common Stock
GKOS,Glaukos Corporation Common Stock
GL,Globe Life Inc. Common Stock
GLEO,Galileo Acquisition Corp. Ordinary Shares
GLOB,Globant S.A. Common Shares
GLOG,GasLog Ltd. Common Shares
GLOP,GasLog Partners LP Common Units representing limited partnership s
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner s
GLT,Glatfelter Corporation Common Stock
GLW,Corning Incorporated Common Stock
GM,General Motors Company Common Stock
GME,GameStop Corporation Common Stock
GMED,Globus Medical Inc. Class A Common Stock
GMRE,Global Medical REIT Inc. Common Stock
GMS,GMS Inc. Common Stock
GMTA,GATX Corporation 5.625% Senior Notes due 2066
GNE,Genie Energy Ltd. Class B Common Stock Stock
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands)
GNL,Global Net Lease Inc. Common Stock
GNPK,Genesis Park Acquisition Corp. Class A Ordinary Shares
GNRC,Generac Holdlings Inc. Common Stock
GNT,GAMCO Natural Resources Gold & Income Trust
GNW,Genworth Financial Inc Common Stock
GOAC,GO Acquisition Corp. Class A Common Stock
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares
GOLD,Barrick Gold Corporation Common Stock (BC)
GOLF,Acushnet Holdings Corp. Common Stock
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares
GPC,Genuine Parts Company Common Stock
GPI,Group 1 Automotive Inc. Common Stock
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077
GPK,Graphic Packaging Holding Company
GPM,Guggenheim Enhanced Equity Income Fund
GPMT,Granite Point Mortgage Trust Inc. Common Stock
GPN,Global Payments Inc. Common Stock
GPRK,Geopark Ltd Common Shares
GPS,Gap Inc. (The) Common Stock
GPX,GP Strategies Corporation Common Stock
GRA,W.R. Grace & Co. Common Stock
GRC,Gorman-Rupp Company (The) Common Stock
GRUB,GrubHub Inc. Common Stock
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial
GS,Goldman Sachs Group Inc. (The) Common Stock
GSAH,GS Acquisition Holdings Corp II Class A Common Stock
GSBD,Goldman Sachs BDC Inc. Common Stock
GSK,GlaxoSmithKline PLC Common Stock
GSL,Global Ship Lease Inc New Class A Common Shares
GSLD,Global Ship Lease Inc. 8.00% Senior Notes due 2024
GSQD,G Squared Ascend I Inc. Class A Ordinary Shares
GSX,GSX Techedu Inc. American Depositary Shares three of which representing two Class A Ordinary Shares
GTES,Gates Industrial Corporation plc Ordinary Shares
GTLS,Chart Industries Inc. Common Stock
GTN,Gray Television Inc. Common Stock
GTS,Triple-S Management Corporation Class B Common Stock
